---
Number of transactions:  1716
---
   2003-07-01T07:00:00.000+0000 	The Gas Company 	-40.0
   2003-08-01T07:00:00.000+0000 	The Gas Company 	-40.0
   2003-09-01T07:00:00.000+0000 	The Gas Company 	-40.0
   2003-10-01T07:00:00.000+0000 	The Gas Company 	-40.0
   2003-11-01T08:00:00.000+0000 	The Gas Company 	-40.0
   2003-12-01T08:00:00.000+0000 	The Gas Company 	-40.0
   2004-01-01T08:00:00.000+0000 	The Gas Company 	-40.0
   2004-02-01T08:00:00.000+0000 	The Gas Company 	-40.0
   2004-02-29T08:00:00.000+0000 	The Gas Company 	-40.0
   2004-03-31T08:00:00.000+0000 	The Gas Company 	-40.0
   2004-04-30T07:00:00.000+0000 	The Gas Company 	-40.0
   2004-05-31T07:00:00.000+0000 	The Gas Company 	-40.0
   2004-06-30T07:00:00.000+0000 	The Gas Company 	-40.0
   2004-07-31T07:00:00.000+0000 	The Gas Company 	-40.0
   2004-08-31T07:00:00.000+0000 	The Gas Company 	-40.0
   2004-09-30T07:00:00.000+0000 	The Gas Company 	-40.0
   2004-10-31T07:00:00.000+0000 	The Gas Company 	-40.0
   2004-11-30T08:00:00.000+0000 	The Gas Company 	-40.0
   2004-12-31T08:00:00.000+0000 	The Gas Company 	-40.0
   2005-01-31T08:00:00.000+0000 	The Gas Company 	-40.0
   2005-03-01T08:00:00.000+0000 	The Gas Company 	-40.0
   2005-04-01T08:00:00.000+0000 	The Gas Company 	-40.0
   2005-05-01T07:00:00.000+0000 	The Gas Company 	-40.0
   2005-06-01T07:00:00.000+0000 	The Gas Company 	-40.0
   2005-07-01T07:00:00.000+0000 	The Gas Company 	-40.0
   2005-08-01T07:00:00.000+0000 	The Gas Company 	-40.0
   2005-09-01T07:00:00.000+0000 	The Gas Company 	-40.0
   2005-10-05T07:00:00.000+0000 	The Gas Company 	-42.57
   2005-11-01T08:00:00.000+0000 	The Gas Company 	-40.0
   2005-12-01T08:00:00.000+0000 	The Gas Company 	-40.0
   2006-01-01T08:00:00.000+0000 	The Gas Company 	-40.0
   2006-02-01T08:00:00.000+0000 	The Gas Company 	-40.0
   2006-03-01T08:00:00.000+0000 	The Gas Company 	-40.0
   2006-04-01T08:00:00.000+0000 	The Gas Company 	-40.0
   2006-05-01T07:00:00.000+0000 	The Gas Company 	-40.0
   2006-06-01T07:00:00.000+0000 	The Gas Company 	-40.0
   2006-07-01T07:00:00.000+0000 	The Gas Company 	-40.0
   2006-08-01T07:00:00.000+0000 	The Gas Company 	-40.0
   2006-09-01T07:00:00.000+0000 	The Gas Company 	-40.0
   2006-10-01T07:00:00.000+0000 	The Gas Company 	-40.0
   2006-11-01T08:00:00.000+0000 	The Gas Company 	-40.0
   2006-12-01T08:00:00.000+0000 	The Gas Company 	-40.0
   2007-01-01T08:00:00.000+0000 	The Gas Company 	-40.0
   2007-02-01T08:00:00.000+0000 	The Gas Company 	-40.0
   2007-03-01T08:00:00.000+0000 	The Gas Company 	-40.0
   2007-04-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2007-05-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2007-06-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2007-07-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2007-08-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2007-09-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2007-10-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2007-11-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2007-12-01T08:00:00.000+0000 	The Gas Company 	-45.0
   2008-01-01T08:00:00.000+0000 	The Gas Company 	-45.0
   2008-02-01T08:00:00.000+0000 	The Gas Company 	-45.0
   2008-02-29T08:00:00.000+0000 	The Gas Company 	-45.0
   2008-03-31T07:00:00.000+0000 	The Gas Company 	-45.0
   2008-05-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2008-06-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2008-07-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2008-08-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2008-09-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2008-10-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2008-11-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2008-12-01T08:00:00.000+0000 	The Gas Company 	-45.0
   2009-01-01T08:00:00.000+0000 	The Gas Company 	-45.0
   2009-02-01T08:00:00.000+0000 	The Gas Company 	-45.0
   2009-03-01T08:00:00.000+0000 	The Gas Company 	-45.0
   2009-04-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2009-05-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2009-06-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2009-07-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2009-08-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2009-09-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2009-10-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2009-11-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2009-12-01T08:00:00.000+0000 	The Gas Company 	-45.0
   2010-01-01T08:00:00.000+0000 	The Gas Company 	-45.0
   2010-02-01T08:00:00.000+0000 	The Gas Company 	-45.0
   2010-03-01T08:00:00.000+0000 	The Gas Company 	-45.0
   2010-04-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2010-05-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2010-06-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2010-07-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2010-08-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2010-09-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2010-10-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2010-11-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2010-12-01T08:00:00.000+0000 	The Gas Company 	-45.0
   2011-01-01T08:00:00.000+0000 	The Gas Company 	-45.0
   2011-02-01T08:00:00.000+0000 	The Gas Company 	-45.0
   2011-03-01T08:00:00.000+0000 	The Gas Company 	-45.0
   2011-04-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2011-05-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2011-06-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2011-07-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2011-08-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2011-09-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2011-10-01T07:00:00.000+0000 	The Gas Company 	-45.0
   2011-11-01T07:00:00.000+0000 	The Gas Company 	-45.0
